what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598835307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348598845464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348598846182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598847976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598849504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598849520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598861393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348598862282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348598862672
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348598865105
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598869567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598874153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598877164
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348598878475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598882531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598883966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598883997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598893155
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598894623
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348598899583
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598902001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1348598906182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598907118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598908429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598908663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598910613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598910613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598919334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598923204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598927806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1348598938757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598939771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598940629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598940879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598950040
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348598954145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348598959355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598960962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598963536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598963786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598982259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598987767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598988937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348598989171
