what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349447223318
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447223520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447223567
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447226079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349447304251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349447305109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349447333875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349447336075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349447502792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349447502933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349447586471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349447587672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349447593460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349447633364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349447634285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349447694251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349447792547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447794466
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447829207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349447851312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349447854152
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349447985863
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447986097
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447986143
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447993834
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349447995940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448016407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448016439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448066998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448096533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349448098512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448108480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448108589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448133128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448133315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448133471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448133612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448133783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448134127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448174125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448174234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349448197712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349448199881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448211612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448212002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448212173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448212361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448221674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448269862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448281765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448283232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448336435
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448343431
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448346348
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448353321
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448358157
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448359842
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448360403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349448366799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349448368796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448372915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448376362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448380761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448380777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448388016
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349448388032
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448389810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448397408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448405344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448433051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349448437283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448438762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349448442425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448449667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349448449818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448460002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448460896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448462789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448463803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448478641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448480070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448487269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448487334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448489616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448490585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448491832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448498113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448498230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1349448504553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448505364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448505678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448505861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448507022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448507334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448519900
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349448519915
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448521558
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448547418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448549976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448564125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448710231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448711652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448713102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448713399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448725740
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1349448725772
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349448727410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448730374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448734821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448743042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448774008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448780279
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349448787595
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1349448788360
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1349448788375
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1349448788407
