what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349221758122
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1349221758184
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1349221759416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221768137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221784129
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1349221787186
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1349221787327
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1349221789214
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1349221789464
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1349221791664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221791820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221793567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221793582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221908661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221908973
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221911049
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221911111
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1349221911158
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221912219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221912281
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221915136
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349221915214
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1349221953905
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1349221953921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221955855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221957480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221957917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221987272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349221991253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222041469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222043794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222046401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222046432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222186139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222187137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222226012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222230724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222234951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222236497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222240053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222254921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222256715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222256715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349222276654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349222325825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349222337557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349222353437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349222354810
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1349222367321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349222371939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349222380503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222424105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222424371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222424698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222425151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222425666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349222425978
